Authors,License,Link,Title,Community,Description,Discipline,FileFormat,Keywords,Language,LearningResourceType,MediaType,ProficiencyLevel,PublicationDate,TargetGroup,RelatedWork,Size,Version,uuid
Jullia Jakiela * Laura Cooper * Katarzyna Kamieniecka * Krzysztof Poterlowicz,CC-BY-4.0 International,https://training.galaxyproject.org/training-material/topics/imaging/tutorials/bioimage-REMBI/tutorial.html,EMBI - Recommended Metadata for Biological Images – metadata guidelines for bioimaging data,,"The objective is to organise bioimage metadata, find out what REMBI is and why it is useful, categorise what metadata belongs to each of the submodules of REMBI and gather the metadata for an example bioimage dataset.",Unknown,Unknown,Bioinformatics * Bioimage Analysis * include in DALIA,en,Tutorial,,,2025-02-05,Unknown,Unknown,Unknown,Unknown,d9d12624-895f-4c04-a520-34db8976020d
"Barry, David",CC-BY-4.0 International,https://doi.org/10.5281/zenodo.14767944,Promoting Reproducibility in Biomedical Research through Image Analysis,,Slides presented at Empowering Healthcare with Automated Analysis at London Metropolitan University.,Unknown,Unknown,Reproducibility * Image Analysis * include in DALIA,,Presentation,presentation,,2025-01-29,Unknown,Unknown,Unknown,Unknown,e554218d-2c80-409c-b0e3-3e6d6cc10180
"Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.14845059,[CIDAS] Scalable strategies for a next-generation of FAIR bioimaging,,"Talk given at Georg-August-Universit&auml;t G&ouml;ttingen Campus Institute Data Science23rd January 2025
https://www.uni-goettingen.de/en/653203.html",Unknown,.pdf * .pptx,NFDI4Bioimage * include in DALIA,,,,,2025-01-23,Unknown,Unknown,Unknown,Unknown,47115e0d-41db-442d-a469-aad7542c4bf5
"Fuster-Barcelo, Caterina", CC-BY-4.0,https://doi.org/10.5281/zenodo.13880367,"BioImage.IO Chatbot, GloBIAS Seminar",,"The dynamic field of bioimage analysis continually seeks innovative tools to democratize access to analysis tools and its documentation. The BioImage.IO Chatbot, leveraging state-of-the-art AI technologies including Large Language Models (LLMs) and Retrieval Augmented Generation (RAG), provides an interactive platform that significantly integrates the exploration and application of bioimage analysis tools and models. This seminar will introduce the BioImage.IO Chatbot's capabilities, focusing on how it facilitates access to advanced analysis tools and documentation, allows for the execution of complex models, and enables users to create customized extensions adjusted to specific research needs. In a live demo, attendees will see how to interact with the chatbot and all its assistants and capabilities. Join us to explore how the BioImage.IO Chatbot ca transform your research by making sophisticated analysis more intuitive and accessible.",Unknown,.pdf,include in DALIA,en,,,,2024-10-02,Unknown,Unknown,Unknown,Unknown,e707f3ae-5811-4184-badc-7cee6fd46fe6
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.14053758,Developing a Training Strategy,,"When training people in topics such as programming, bio-image analysis or data science, it makes sense to define a training strategy with a wider perspective than just trainees needs. This slide deck gives insights into aspects to consider when defining a training strategy. It considers funder's interests, financial aspects, metrics / goals, steps towards sustainability and opportunities for outreach and for founding future collaborations.",Unknown,.pdf * .pptx,NFDI4Bioimage * Artificial Intelligence * include in DALIA,en,,,,2024-11-08,Unknown,Unknown,Unknown,Unknown,1fe47d3d-e561-473c-9257-eb0c8cfba46a
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.14043615,Training Computational Skills in the Age of AI,,Artificial intelligence (AI) and large language models (LLMs) are changing the way we use computers in science. This slide deck introduces ways for using AI and LLMs for making training materials and for exchanging knowledge about how to use AI in joint discussions between humans and LLM-based AI-systems.,Unknown,.pdf * .pptx,NFDI4Bioimage * Artificial Intelligence * include in DALIA,en,,,,2024-11-06,Unknown,Unknown,Unknown,Unknown,2ace6a7f-809e-4126-9cea-0a345cd9b680
"Pop, Draga Doncila",BSD-3-Clause,https://github.com/DragaDoncila/napari-scipy2025-workshop,napari-scipy2025-workshop,,"This is a three-part workshop guiding you through using napari to view images, a brief bioimaging analysis application, and extending napari's functionality with your own custom workflows.",Unknown,Unknown,Python * Napari * include in DALIA,,,,,2025-02-28T23:41:10+00:00,Unknown,Unknown,Unknown,Unknown,7b668d50-e50c-4e1f-82d6-44a2500064ca
"Serrano-Solano, Beatriz * Kostrykin, Leonid * Fouilloux, Anne * Massei, Riccardo", CC-BY-4.0,https://doi.org/10.5281/zenodo.14944040,Image Analysis using Galaxy,,"GloBIAS seminar series
&nbsp;
Part 3 in the topic:&nbsp;
Infrastructure for deploying image analysis workflows
Image analysis using Galaxy

Beatrix Serrano-Solano, Euro-BioImaging ERIC Bio-Hub, EMBL Heidelberg, Germany
&amp; Anne Fouilloux , Simula Research Laboratory, Oslo, Norway
&amp; Leonid Kostrykin, Biomedical Computer Vision Group, Heidelberg University, BioQuant, IPMB, Heidelberg, Germany
&amp; Ricardo Massei, Helmholtz Center for Environmental Research, UFZ, Leipzig, Germany
Abstract: This webinar will introduce the Galaxy Image Analysis Community and highlight our mission to advance the development of FAIR and reproducible image analysis workflows. As part of our commitment to making image data analysis more accessible and collaborative, we will showcase how Galaxy can serve the imaging community. The session will explore Galaxy&rsquo;s capabilities for integrating popular image analysis tools, interactive environments, and notebooks, making it a versatile platform for researchers across various scientific domains. We will also present how Galaxy facilitates the creation and sharing of reusable workflows, promoting open science and fostering collaboration. To give participants hands-on insight, we&rsquo;ll provide a live demonstration on designing and running image analysis workflows within Galaxy.&nbsp;

&nbsp;",Unknown,.pdf,include in DALIA,en,,,,2025-02-28,Unknown,Unknown,Unknown,Unknown,f30b1a4d-e87a-42b7-a3a6-b1e743d3a815
"Schmidt, Christian * Bortolomeazzi, Michele * Krooß, Ksenia * Mallm, Jan-Philipp * Ferrando-May, Elisa * Weidtkamp-Peters, Stefanie", CC-BY-4.0,https://doi.org/10.5281/zenodo.15026373,[Workshop] Managing FAIR microscopy data at scale for universities and research institutions: an introduction for non-imaging stakeholders,,"These slides were used in a workshop at the 2025 E-Science Tage in Heidelberg.
Workshop Abstract:
Effective Research Data Management (RDM) requires collaboration between infrastructure providers, support units, and domain-specific experts across scientific disciplines. Microscopy, or bioimaging, is a widely used technology at universities and research institutions, generating large, multi-dimensional datasets. Scientists now routinely produce microscopy data using advanced imaging modalities, often through centrally-provided instruments maintained by core facilities.
Bioimaging data management presents unique challenges: files are often large (e.g., 15+ GB for whole slide images), come in various proprietary formats, and are accessed frequently for viewing as well as for complex image processing and analysis workflows. Collaboration between experimenters, clinicians, group leaders, core facility staff, and image analysts adds to the complexity, increasing the risk of data fragmentation and metadata loss.
The DFG-funded project I3D:bio and the consortium NFDI4BIOIMAGE, part of Germany&rsquo;s National Research Data Infrastructure (NFDI), are addressing these challenges by developing solutions and best practices for managing large, complex microscopy datasets. This workshop introduces the challenges of bioimaging RDM to institutional support personnel, including, for example, library staff, IT departments, and data stewards. Participants will explore the bioimaging RDM system OMERO, and apply structured metadata annotation and object-oriented data organization to a simple training dataset. OMERO offers centralized, secure access to data, allowing collaboration and reducing the data fragementation risk. Moreover, participants will experience the benefits of OME-Zarr, a chunked open file format designed for FAIR data sharing and remote access. OME-Zarr enables streaming of large, N-dimensional array-typed data over the Internet without the need to download whole files. An expanding toolbox for leveraging OME-Zarr for bioimaging data renders this file type a promising candidate for a standard file format suitable for use in FAIR Digital Object (FDO) implementations for microscopy data. OME-Zarr has become a pillar for imaging data sharing in two bioimaging-specific data repositories, i.e., the Image Data Resource (IDR) and the BioImage Archive (BIA). The team of Data Stewards from both abovenmentioned projects help researchers and research support staff to manage und publish bioimaging data.
By the end of the workshop, participants will have gained hands-on experience with bioimaging data and will be aware of support resources like the NFDI4BIOIMAGE Help Desk for addressing specific local use cases. Our goal is to promote collaboration across disciplines to effectively manage complex bioimaging data in compliance with the FAIR principles.
&nbsp;







",Unknown,.pdf * .pptx,NFDI4Bioimage * Research Data Management * include in DALIA,en,,,,2025-03-14,Unknown,Unknown,Unknown,Unknown,506bcd94-1b1a-40a2-94be-0017e4ff7ad9
"Krooß, Ksenia * Fuchs, Vanessa Aphaia Fiona * Boissonnet, Tom * Weidtkamp-Peters, Stefanie", CC-BY-4.0,https://doi.org/10.5281/zenodo.14988921,"Workflow for user introduction into microscopy, OMERO and data management at Center for Advanced imaging",,"At the Center for Advanced Imaging (CAi) at the Heinrich Heine University D&uuml;sseldorf, Germany, we have established a workflow to guide users through all aspects of bioimaging. The process begins with an initial consultation with our imaging specialists regarding microscopy techniques for their specific project. Users then receive training in microscope operation, ensuring they can handle the equipment effectively. If needed, our specialists also provide support in image analysis. Next, we introduce users to OMERO, highlighting its features and the advantages of using a bioimage data management system. They are then trained to structure and annotate their data within OMERO according to the Recommended Metadata for Biological Images (REMBI), taking their specific research topics into account. As users prepare for data publication, we assist with data organization and repository uploads. Our goal is to educate researchers in managing bioimage data&nbsp;throughout its entire lifecycle, with a strong emphasis on the FAIR (findable, accessible, interoperable, reusable) principles.",Unknown,.pdf,NFDI4Bioimage * Research Data Management * include in DALIA,en,,,,2025-03-07,Unknown,Unknown,Unknown,Unknown,686572ec-e463-4a05-b809-5fbd751f73e1
"Chiang Jurado, Diana * Massei, Riccardo * Videm, Pavankumar * Kumar, Anup * Fouilloux, Anne * Kostrykin, Leonid * Serrano-Solano, Beatriz * Grüning, Björn", CC-BY-4.0,https://doi.org/10.5281/zenodo.14979253,"Advancing FAIR Image Analysis in Galaxy: Tools, Workflows, and Training",,,Unknown,.pdf,include in DALIA,,,,,2025-03-06,Unknown,Unknown,Unknown,Unknown,49a28053-4f51-4e00-8e24-e8b54de16e21
"Massei, Riccardo * Bernt, Matthias * Serrano-Solano, Beatriz * Lopez-Delisle, Lucille * Bumberger, Jan * Grüning, Björn * Kostrykin, Leonid", CC-BY-4.0,https://doi.org/10.5281/zenodo.14975462,Galaxy meets OMERO! Overview on the Galaxy OMERO-suite and Vizarr Viewer,,,Unknown,.pdf,include in DALIA,,,,,2025-03-05,Unknown,Unknown,Unknown,Unknown,e14f28b4-f50f-45b4-a982-cafce46f32c1
"Massei, Riccardo * Berndt, Matthias * Lopez-Delisle, Lucille * Serrano-Solano, Beatriz * Busch, Wibke * Scholz, Stefan * Bohring, Hannes * Nyffeler, Jo * Reger, Luise * Bumberger, Jan", CC-BY-4.0,https://doi.org/10.5281/zenodo.14909526,Building FAIR image analysis pipelines for high-content-screening (HCS) data using Galaxy,,"Imaging is crucial across various scientific disciplines, particularly in life sciences, where it plays a key role in studies ranging from single molecules to whole organisms. However, the complexity and sheer volume of image data, especially from high-content screening (HCS) experiments involving cell lines or other organisms, present significant challenges. Managing and analysing this data efficiently requires well-defined image processing tools and analysis pipelines that align with the FAIR principles&mdash;ensuring they are findable, accessible, interoperable, and reusable across different domains.
In the frame of NFDI4BioImaging (the National Research Data Infrastructure focusing on bioimaging in Germany), we want to find viable solutions for storing, processing, analysing, and sharing HCS data. In particular, we want to develop solutions to make findable and machine-readable metadata using (semi)automatic analysis pipelines. In scientific research, such pipelines are crucial for maintaining data integrity, supporting reproducibility, and enabling interdisciplinary collaboration. These tools can be used by different users to retrieve images based on specific attributes as well as support quality control by identifying appropriate metadata.
Galaxy, an open-source, web-based platform for data-intensive research, offers a solution by enabling the construction of reproducible pipelines for image analysis. By integrating popular analysis software like CellProfiler and connecting with cloud services such as OMERO and IDR, Galaxy facilitates the seamless access and management of image data. This capability is particularly valuable in bioimaging, where automated pipelines can streamline the handling of complex metadata, ensuring data integrity and fostering interdisciplinary collaboration. This approach not only increases the efficiency of HCS bioimaging but also contributes to the broader scientific community's efforts to embrace FAIR principles, ultimately advancing scientific discovery and innovation.
In the present study, we proposed an automated analysis pipeline for storing, processing, analysing, and sharing HCS bioimaging data. The (semi)automatic workflow was developed by taking as a case study a dataset of zebrafish larvae and cell lines images previously obtained from an automated imaging system generating data in an HCS fashion. In our workflows, images are automatically enriched with metadata (i.e. key-value pairs, tags, raw data, regions of interest) and uploaded to the UFZ-OME Remote Objects (OMERO) server using a novel OMERO tool suite developed with GALAXY. Workflows give the possibility to the user to intuitively fetch images from the local server and perform image analysis (i.e. annotation) or even more complex toxicological analyses (dose response modelling). Furthermore, we want to improve the FAIRness of the protocol by adding a direct upload link to the Image Data Resource (IDR) repository to automatically prepare the data for publication and sharing.",Unknown,.pdf * .pptx,include in DALIA,en,,,,2025-02-25,Unknown,Unknown,Unknown,Unknown,66f41360-720b-48a5-98c0-d57a874da31f
