Authors,License,Link,Title,Community,Description,Discipline,FileFormat,Keywords,Language,LearningResourceType,MediaType,ProficiencyLevel,PublicationDate,TargetGroup,RelatedWork,Size,Version
"Frisch, Katrin", CC-BY-4.0,https://doi.org/10.5281/zenodo.14045172,FAQ Künstliche Intelligenz und gute wissenschaftliche Praxis,,"Diese FAQ versammeln Fragen, die uns h&auml;ufig im Zusammenhang mit k&uuml;nstlicher Intelligenz (KI) und guter wissenschaftlicher Praxis (GWP) erreichen. Die Antworten sollen bei der Orientierung in einem schnelllebigen Thema helfen, ohne dabei pr&auml;skriptiv zu sein. Sie stellen keine offizielle Positionierung des Ombudsman f&uuml;r die Wissenschaft (OfdW) dar, sondern beschreiben den Status Quo und ordnen bereits bestehende Empfehlungen aus Sicht der GWP ein, identifizieren L&uuml;cken und verweisen auf weiterf&uuml;hrende Literatur. Diese FAQ-Sammlung richtet sich prim&auml;r an Forschende. F&uuml;r die Nutzung von KI in der Lehre und in studentischen (Qualifikations-)Arbeiten sind i.d.R. universit&auml;re KI-Richtlinien, angepasste Pr&uuml;fungsordnungen und Selbstst&auml;ndigkeitserkl&auml;rungen sowie Entscheidungen individueller Lehrpersonen ma&szlig;geblich. Daher werden eventuelle Besonderheiten von KI in der Lehre und in Pr&uuml;fungsangelegenheiten in diesen FAQ nicht besprochen.",Unknown,.pdf,include in DALIA,de,,,,2024-11-06,Unknown,Unknown,Unknown,Unknown
"Mathur, Aastha * Euro-BioImaging ERIC", CC-BY-4.0,https://doi.org/10.5281/zenodo.16573999,From bioimaging projects to communities - GloBIAS BIA Seminar Series,,"This presentaiton sumarises Euro-BioImaging ERIC services, focussing on their Image Data Services. It briefly presents processes and challenges in image anlaysis service provison and introduces some supporting tools. It also emphasises the roll of community initiatives and networks in providing solutions and support towards Image data management and analysis. This presentaiton was part of the GloBIAS BioImage Analysis Seminar Series.
Date of presentation: 2025-07-24",Unknown,.pdf,include in DALIA,en,,,,2025-07-29,Unknown,Unknown,Unknown,Unknown
"Vellutini, Bruno C. * Cuenca, Marina B. * Krishna, Abhijeet * Szałapak, Alicja * Modes, Carl D. * Tomančák, Pavel", CC-BY-4.0,https://doi.org/10.5281/zenodo.16880913,"""Management of Microscopy Image Data: An overview of OMERO, BioImage Archive and Image Data Resource""  2025 @ Uni Leipzig",,"Presentation matherial from the course ""Management of Microscopy Image Data: An Overview of OMERO, BioImage Archive and Image Data Resource""&nbsp;helded in Uni Leipzig on the 04/07/2025.
This course is part of the RDM lecture series organized by&nbsp;Dr. Dr. habil. Dagmar Quandt.
Link to the event:
https://fortbildung.uni-leipzig.de/fortbildung.html?id=2436
M. Massei is funded by the Deutsche Forschungsgemeinschaft (DFG) &ndash; project number [NFDI46/1] - 501864659",Unknown,.odp * .pdf * .pptx,include in DALIA,en,,,,2025-08-15,Unknown,Unknown,Unknown,Unknown
"Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.16911980,Cloud-Native Formats Enable Federated Repositories at Peta-Scale,,"Poster presentation for the abstract ""Enabling Peta-Scale Federated Repositories through Cloud-Native Formats: Lessons from a fast-paced challenge in the bioimaging community"" submitted to 2nd Conference on Research Data Infrastructure (CoRDI) 2025",Unknown,.pdf,NFDI4Bioimage * include in DALIA,en,,,,2025-09-27,Unknown,Unknown,Unknown,Unknown
"Barry, David J * Marcotti, Stefania * Salgueiro Torres, Sara * Jones, Martin * Skórkowska, Alicja",cc-by-sa-4.0,https://doi.org/10.5281/zenodo.16949737,Introduction to Image Analysis,,"Presentation slides associated with the Introduction to Image Analysis workshop run at the Francis Crick Institute on 18-19th August 2025:
https://doi.org/10.5281/zenodo.16949737",Unknown,Unknown,include in DALIA,,,,,2025-08-19,Unknown,Unknown,Unknown,Unknown
Dave Barry * Stefania Marcotti * Sara Salgueiro Torres * Martin Jones * AlicjaSkorkowska,CC-BY-SA-4.0,https://github.com/FrancisCrickInstitute/introduction-to-image-analysis,introduction-to-image-analysis,,,Unknown,Unknown,include in DALIA,,,,,2025-08-26T14:08:22+00:00,Unknown,Unknown,Unknown,Unknown
"Wetzker, Cornelia", CC-BY-4.0,https://doi.org/10.5281/zenodo.17014253,Increasing the FAIRness of electron microscopy data in life and material science research,,"The poster introduces the consortium NFDI4BIOIMAGE and presents tools of research data management in microscopy to increase the FAIRness of data at the Microscopy Conference in Karlsruhe 2025. On site, it is presented in booth 57 for joint introduction of the national research data infrastructure (NFDI) consortia matWERK, FAIRmat and NFDI4BIOIMAGE.
C.W. is funded by the German consortium NFDI4BIOIMAGE (Deutsche Forschungsgemeinschaft, grant number NFDI 46/1, project number 501864659).",Unknown,.pdf * .svg,NFDI4Bioimage * include in DALIA,en,,,,2025-08-31,Unknown,Unknown,Unknown,Unknown
"ERIC, Euro-BioImaging", CC-BY-4.0,https://doi.org/10.5281/zenodo.17048377,Euro-BioImaging - EVOLVE Deliverable 6.2 - Landscape analysis of existing training resources for the Nodes,,"Horizon Europe funded EVOLVE Deliverable 6.2 - Landscape analysis of existing training resources for the Nodes
This version has&nbsp;not yet been reviewed or approved by the European Commission&nbsp;and is made publicly available for transparency and early community feedback.
A final, EC-approved version will be published when available.
This document presents a strategic analysis of training resources for Euro-BioImaging Nodes, assessing bothNode-organized and global opportunities. By analyzing Node-organized and externally available trainingcourses, alongside insights from recent surveys and training bursary applications, this report provides afoundation for strengthening the training framework of Euro-BioImagingDelivering high-quality imaging services relies on continuous skill development, particularly as scientificadvancements and technological innovations reshape the imaging landscape.&nbsp;",Unknown,.pdf,include in DALIA,en,,,,2025-09-03,Unknown,Unknown,Unknown,Unknown
Virginie * Johannes Hugger,BSD-3-Clause,https://github.com/uhlmanngroup/shapeanalysis101,shapeanalysis101,,A tutorial of classical shape analysis methods,Unknown,Unknown,Bioimage Analysis * include in DALIA,,,,,2021-05-17T13:32:40+00:00,Unknown,Unknown,Unknown,Unknown
Virginie,BSD-3-Clause,https://github.com/uhlmanngroup/nextflow101,nextflow101,,NextFlow 101,Unknown,Unknown,Bioimage Analysis * Workflows * include in DALIA,,,,,2025-08-19T14:51:21+00:00,Unknown,Unknown,Unknown,Unknown
Virginie * Guillaume Witz * Joel Lüthi,BSD-3-Clause,https://github.com/uhlmanngroup/imagequantification101,imagequantification101,,,Unknown,Unknown,Bioimage Analysis * include in DALIA,,,,,2022-08-17T14:55:16+00:00,Unknown,Unknown,Unknown,Unknown
"Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.17087096,When Data Doesn't Fit,,"Presented at ""International Symposium on Integrative Bioinformatics"", Gatersleben Research Conference Series&nbsp;from&nbsp;September 10&ndash;12, 2025, &nbsp;https://meetings.ipk-gatersleben.de/grc-ib2025/",Unknown,.pdf,include in DALIA,en,,,,2025-09-11,Unknown,Unknown,Unknown,Unknown
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.17085991,"Reproducible Bio-Image Analysis using Python, Napari, Jupyter and AI",,"In this slide deck we learn how to write reproducible bio-image analysis code in Jupyter notebooks. Goal is not just to have code running elsewhere reproducibly, but also enabling others to understand workflows to enable them reproducing the analysis also in their mind and potentially other tools. Additionally we cover how to generate Jupyter notebooks from Napari and using artificial intelligence, namely bia-bob.",Unknown,.pdf * .pptx,NFDI4Bioimage * Bioimage Analysis * include in DALIA,en,,,,2025-09-09,Unknown,Unknown,Unknown,Unknown
"Thönnißen, Julia * Oliveira, Sarah * Oberstrass, Alexander * Kropp, Jan-Oliver * Gui, Xiao * Schiffer, Christian * Dickscheid, Timo", CC-BY-4.0,https://doi.org/10.5281/zenodo.16736220,A Perspective on FAIR and Scalable Access to Large Image Data,,"The rapid development of new imaging technologies across scientific domains–especially high-throughput technologies–results in a growing volume of image datasets in the Tera- to Petabyte scale. Efficient visualization and analysis of such massive image resources is critical but remains challenging due to the sheer size of the data, its continuous growth, and the limitations of conventional software tools to address these problems. Tools for visualization, annotation and analysis of large image data are confronted with the fundamental dilemma of balancing computational efficiency and memory requirements. Many tools are unable to process large datasets due to memory constraints, requiring workarounds like downsampling. On the other hand, solutions that can handle large data efficiently often rely on specialized or even proprietary file formats, limiting interoperability with other software. This reflects diverging requirements: storage favours compression for efficiency, analysis demands fast data access, and visualization requires tiled, multi-resolution representations. Lacking a unified approach for these conflicting needs, the operation of large and dynamically evolving image repositories in practice often requires undesirable data conversions and costly data duplication. In addressing these challenges, the bioimaging community increasingly adheres to the FAIR principles [1] through national and international initiatives [2], [3], [4]. For example, the Open Microscopy Environment (OME) fosters standards such as OME-TIFF [5] and its cloud-native successor OME-NGFF [6]; BioFormats [7] and OMERO [8] facilitate metadata-rich data handling across diverse platforms; and BrAinPI [9] provides web-based visualization of images via Neuroglancer [10]. These tools represent important developments towards more efficient and standardized use of bioimaging data. However, for very large and dynamically growing repositories, it is still not feasible to settle on a single standard for a subset of these tools, in particular in the light of very diverging needs for massively parallel processing on HPC systems. Therefore, converting data to a single target format is often not a practical solution. We propose a concept for a modular image delivery service which acts as a middleware between large image data resources and applications, serving image data from a cloud resource in multiple requested representations on demand. The service allows reading data stored in different input file formats, applying coordinate transformations and filtering operations on-the-fly, and serving the results in a range of different output formats and layouts. Building upon a common framework for reading and transforming data, an extensible set of access points connects the service to client applications: Lightweight REST APIs allow web-based mutli-resolution access (e.g., in common formats such as used in Neuroglancer and OpenSeadragon base viewers); mountable filesystem interfaces enable linking the repository to file-oriented solutions (e.g., OMERO, ImageJ); and programmatic access from customizable software tools (e.g., Napari). To provide compatibility with upcoming image data standards like BIDS [11] and minimize conversion efforts, the service is able to dynamically expose standard-conform views into arbitrarily organized datasets. The proposed approach for reading and transforming data on-the-fly eliminates the need for redundant storage and application-specific conversions of datasets, improving workflow efficiency and sustainability. In summary, we advocate for the development of a flexible and extensible image data service that supports large-scale analysis, dynamic transformations, multi-tool interoperability, and compatibility with community standards for large image datasets. This way it supports the FAIR principles, reduces integration barriers, meets the performance demands of modern imaging research, and still fosters the use of existing community developments.",Unknown,.pdf,include in DALIA,en,,,,2025-08-04,Unknown,Unknown,Unknown,Unknown
"Schätz, Martin * Pérez Koldenkova, Vadim", CC-BY-4.0,https://doi.org/10.5281/zenodo.17080219,"Image Analysis in Healthcare - The Current Landscape, Trends, and Collaborative Opportunities",,Workshop presentation from XXXIV Foro de Investigaci&oacute;n en Salud 2025.,Unknown,.pdf * .pptx,include in DALIA,,,,,2025-09-09,Unknown,Unknown,Unknown,Unknown
